,budget,compositeur,date,duree,entrees_premiere_semaine,franchise,genre,pays,producteur,remake,salles_premiere_semaine,titre,scoring_acteurs_realisateurs,season,coeff_studio
201,70000000,Brian Tyler,2011-03-16,116,314138,,Science Fiction,Etats-Unis,Neal H. Moritz,,295,World Invasion : Battle Los Angeles,0.0,Printemps,3
202,3500000,,1997-10-22,92,314057,,Comédie,Grande-Bretagne,,,113,The Full Monty,0.0,Automne,2
203,4790000,,1999-05-19,100,314417,,Drame,Espagne,,,161,Tout sur ma mère,0.0,Printemps,2
204,40000000,,2009-09-23,108,303534,,Romance,Etats-Unis,,,323,La Proposition (2009),0.3103448275862069,Automne,3
205,50000000,Brian Tyler,2019-09-25,89,303489,Franchise,Aventure - Action,Etats-Unis,,,500,Rambo: Last Blood,0.1724137931034483,Automne,0
206,7988166,,2015-08-19,96,303670,,Comédie,France,,,385,Une famille à louer,0.2413793103448275,Été,2
207,12749721,,2004-11-10,98,303325,,Comédie,France,,,576,La Confiance règne,0.1724137931034483,Automne,2
208,7426916,,2008-08-20,95,305632,,Comédie dramatique,France,,,321,La Fille de Monaco,0.2758620689655172,Été,3
209,27000000,,2016-05-12,95,305385,,Thriller,Etats-Unis,,,422,Money Monster,0.6206896551724138,Printemps,3
210,60000000,,2001-08-15,87,304882,,Film familial,Etats-Unis,,,542,Comme chiens et chats,0.0,Été,3
211,60000000,,2013-02-06,113,305704,,Thriller,Etats-Unis,,,450,Gangster Squad,0.5172413793103449,Hiver,3
212,82000000,,2004-02-18,153,303816,,Drame,Etats-Unis,,,372,Retour à Cold Mountain,0.6896551724137931,Hiver,2
213,49515804,,2006-10-04,147,305743,,Drame,Allemagne,,,479,Le Parfum : histoire d'un meurtrier,0.0,Automne,0
214,12200772,,2015-06-24,105,303270,,Comédie dramatique,France,,Remake,430,Un moment d'égarement (2015),0.3793103448275862,Été,0
215,12561869,,2015-04-22,90,301214,,Comédie,France,,,365,Entre amis,0.1379310344827586,Printemps,2
216,8695542,,2015-09-02,110,301140,,Comédie,France,,,387,Le Tout Nouveau Testament,0.4137931034482759,Automne,2
217,10000000,,2005-10-26,95,294836,,Comédie,France,,,312,Combien tu m'aimes?,0.4137931034482758,Automne,1
218,9220000,,2019-10-30,105,290256,,Comédie,France,,,424,Mon chien Stupide,0.1034482758620689,Automne,2
219,30000000,,2010-04-21,117,291506,,Comicbook,Etats-Unis,Brad Pitt,,371,Kick Ass,0.1034482758620689,Printemps,0
220,17123930,,2008-03-05,118,285711,,Drame,France,,,469,Les Femmes de l'ombre,0.0689655172413793,Printemps,2
221,35000000,,2012-01-25,115,286081,,Comédie dramatique,Etats-Unis,,,235,The Descendants,0.4137931034482758,Hiver,3
222,5203262,,2008-03-19,115,286616,,Drame,France,,,238,Il y a longtemps que je t'aime,0.0,Printemps,2
223,75000000,James Newton Howard,2008-01-16,105,280835,,Comédie dramatique,Etats-Unis,,,300,La Guerre selon Charlie Wilson,0.6896551724137931,Hiver,3
224,8430000,,2019-02-27,90,280808,,Comédie dramatique,France,,,448,Jusqu'ici tout va bien,0.0344827586206896,Hiver,0
225,0,,2023-03-29,118,282292,,Drame,France,Alain Attal,,462,Je verrai toujours vos visages,0.2758620689655172,Printemps,2
226,35000000,,2005-03-30,75,282510,,Animation,Etats-Unis,,,657,Vaillant pigeon de combat!,0.1034482758620689,Printemps,2
227,22000000,John Williams,1994-03-02,195,273316,,Drame,Etats-Unis,Steven Spielberg,,94,La Liste de Schindler,0.5172413793103449,Printemps,0
228,56000000,,2005-06-08,95,272617,,Film familial,Etats-Unis,,,392,Baby-sittor,0.0689655172413793,Été,3
229,8946323,,2014-11-05,107,274414,,Drame,France,,,280,Une nouvelle amie,0.3793103448275862,Automne,0
230,50000000,,2014-08-27,112,274341,,Aventure - Action,Etats-Unis,Neal H. Moritz,,288,22 Jump Street,0.0,Été,3
231,17000000,,1998-01-28,100,274214,Franchise,Horreur,Etats-Unis,Neal H. Moritz,,264,Souviens toi… l'été dernier,0.0,Hiver,3
232,70000000,,2012-02-08,88,270145,Franchise,Fantasy,Etats-Unis,,,282,Underworld : nouvelle ère,0.0,Hiver,2
233,39000000,Ennio Morricone,1993-09-08,130,269966,,Thriller,Etats-Unis,,,240,Dans la ligne de mire,0.5517241379310345,Automne,3
234,7999982,,2015-09-16,127,264495,,Drame,France,,,279,Marguerite,0.0,Automne,1
235,30000000,,1996-07-24,95,264415,,Aventure - Action,Etats-Unis,,,338,Le Grand tournoi,0.0,Été,0
236,70000000,,2001-11-28,85,264342,,Aventure - Action,Etats-Unis,,,361,The One,0.0344827586206896,Automne,3
237,50000000,,2012-04-18,124,264147,,Comédie dramatique,Etats-Unis,,,345,Nouveau Départ (2012),0.1724137931034483,Printemps,3
238,21000000,,2007-11-28,118,264579,,Thriller,Etats-Unis,,,245,La Nuit nous appartient,0.5517241379310345,Automne,0
239,60000000,,2003-09-17,111,264813,,Aventure - Action,Etats-Unis,,Remake,348,Braquage à l'italienne,0.4827586206896552,Automne,0
240,90000000,,2015-10-28,106,261102,,Fantasy,Etats-Unis,,,265,Le Dernier chasseur de sorcières,0.0689655172413793,Automne,2
241,9552512,,2017-04-19,93,261235,,Comédie,France,,,434,Sous le même toit,0.0344827586206896,Printemps,2
242,7990000,,2013-05-17,130,260761,,Drame,France,,,300,Le Passé,0.2068965517241379,Printemps,1
243,16000000,,2002-05-15,110,260804,,Comédie,Etats-Unis,,,309,Hollywood Ending,0.7241379310344828,Printemps,0
244,120000000,James Newton Howard,2018-11-28,90,254939,,Aventure - Action,Etats-Unis,,,478,Casse-noisette et les quatre royaumes,0.1724137931034483,Automne,3
245,38000000,,2013-09-18,119,254478,Franchise,Science Fiction,Etats-Unis,Vin Diesel,,368,Riddick,0.0689655172413793,Automne,0
246,0,,2018-01-10,105,254909,,Comédie dramatique,France,,,489,Normandie Nue,0.1724137931034483,Hiver,2
247,55000000,,2010-05-12,88,254856,,Comédie,Etats-Unis,,,330,Crazy night,0.4827586206896551,Printemps,3
248,58000000,,2010-01-20,103,244156,,Romance,Etats-Unis,,,313,Où sont passés les Morgan ?,0.0,Hiver,3
249,6690000,,2012-09-12,115,244443,,Comédie dramatique,France,,,350,Camille redouble,0.1379310344827586,Automne,2
250,15000000,,2018-01-17,115,239977,,Drame,Etats-Unis,,,162,"3 Billboards, Les Panneaux de la vengeance",0.0,Hiver,3
251,14000000,,1999-03-24,100,240150,Franchise,Horreur,Etats-Unis,Neal H. Moritz,,217,Urban Legend,0.1724137931034483,Printemps,3
252,570032,,1999-01-13,113,240122,,Thriller,France,,,246,Au cœur du mensonge,0.0,Hiver,1
253,15000000,,2006-01-25,95,240021,,Animation,Etats-Unis,,,410,La Véritable histoire du petit chaperon rouge,0.1034482758620689,Hiver,0
254,43000000,,2001-04-18,136,239902,,Drame,Etats-Unis,,,234,A la rencontre de Forrester,0.2413793103448275,Printemps,3
255,12356886,,2010-12-08,105,240103,,Comédie,France,,,400,De vrais mensonges,0.0,Hiver,2
256,0,,2012-07-04,111,236378,,Comédie,Etats-Unis,,,410,To Rome with Love,0.7241379310344828,Été,0
257,40000000,Alexandre Desplat,2013-01-23,149,237214,,Thriller,Etats-Unis,,,285,Zero Dark Thirty,0.2413793103448275,Hiver,3
258,13359000,,2014-04-23,81,236994,,Romance,France,,,344,Une Rencontre,0.3103448275862069,Printemps,2
259,30000000,,2007-02-28,95,237466,,Thriller,Etats-Unis,,,251,Le Nombre 23,0.0689655172413793,Hiver,0
260,30000000,James Newton Howard,2011-07-06,99,237700,,Comédie dramatique,Etats-Unis,,,412,Il n'est jamais trop tard,0.7586206896551724,Été,2
261,26000000,,2015-07-29,116,233121,,Science Fiction,Etats-Unis,,,302,Renaissances,0.1379310344827586,Été,2
262,30000000,James Horner,2015-07-22,123,233016,,Drame,Etats-Unis,,,196,La Rage au ventre,0.0689655172413793,Été,2
263,61000000,,2021-06-16,105,228844,Franchise,Thriller,Etats-Unis,,,583,Sans un bruit 2,0.0689655172413793,Été,3
264,0,,1997-02-19,108,229712,,Romance,Etats-Unis,,,256,Un beau jour,0.4137931034482758,Hiver,2
265,84000000,,2018-01-24,105,230190,,Musical,Etats-Unis,,,348,The Greatest Showman,0.0689655172413793,Hiver,3
266,26071729,,2013-10-16,106,230490,,Aventure - Action,France,,,520,L'Extravagant voyage du jeune et prodigieux T.S. Spivet,0.0,Automne,2
267,25000000,Hans Zimmer,2017-03-08,127,230488,,Drame,Etats-Unis,,,273,Les Figures de l'ombre,0.2413793103448276,Printemps,3
268,11300000,,2006-12-20,94,230325,,Comédie,France,,,404,Mon meilleur ami,0.3448275862068966,Hiver,0
269,12008862,,2006-12-20,103,226552,,Drame,France,,,458,Le Héros de la famille,0.2758620689655172,Hiver,2
270,38000000,,1992-12-16,138,223748,,Drame,Etats-Unis,,,,Des hommes d'honneur,1.0344827586206895,Hiver,3
271,5000000,,2003-03-12,134,223842,,Drame,Etats-Unis,,,155,La 25ème heure,0.0,Printemps,2
272,15000000,,2000-10-18,94,220143,,Comédie,Etats-Unis,,,380,Road Trip,0.0,Automne,0
273,58477176,,2011-10-12,110,220403,,Aventure - Action,Etats-Unis,,,460,Les Trois Mousquetaires (2011),0.3103448275862069,Automne,2
274,70000000,,2001-08-01,82,220499,Franchise,Film familial,Etats-Unis,,,491,Dr. Dolittle 2,0.0,Été,2
275,80000000,,2008-09-10,110,220612,,Comédie,Etats-Unis,,,448,Max la menace,0.1724137931034483,Automne,3
276,45000000,,2012-09-26,130,216929,,Thriller,Etats-Unis,,,307,Savages,0.1034482758620689,Automne,2
277,75000000,,2007-08-22,105,217088,,Musical,Etats-Unis,,Remake,317,Hairspray (2007),0.1379310344827586,Été,0
278,415427,,2000-04-05,103,216758,,Comédie,France,,,-,Les Acteurs,0.7241379310344828,Printemps,0
279,8900000,,1994-12-07,116,213187,,Comédie dramatique,France,,,94,Farinelli,0.0,Hiver,0
280,10000000,,2011-08-17,117,210313,,Drame,Espagne,,,281,La Peau que j'habite,0.0,Été,2
281,42000000,Hans Zimmer,2018-11-28,128,210256,,Thriller,Etats-Unis,,,270,Les Veuves,0.1034482758620689,Automne,3
282,0,,1997-01-01,100,210195,,Aventure - Action,Etats-Unis,,,308,Risque maximum,0.0,Hiver,3
283,32000000,Thomas Newman,1996-09-18,123,204113,,Comédie,Etats-Unis,,,253,Phénomène,0.1034482758620689,Automne,2
284,3000000,,2012-11-07,110,204017,,Horreur,Etats-Unis,Jason Blum,,162,Sinister,0.3448275862068966,Automne,0
285,20000000,,2003-01-01,90,204278,,Horreur,Etats-Unis,Joel Silver,,247,Le Vaisseau de l'angoisse,0.0,Hiver,3
286,8005988,,2009-07-03,100,204716,,Comédie dramatique,France,,,320,Le Hérisson,0.0689655172413793,Été,2
287,20000000,,2004-01-21,124,204787,,Drame,Etats-Unis,,,172,21 grammes,0.1379310344827586,Hiver,2
288,60000000,,1999-09-29,116,200935,,Aventure - Action,Etats-Unis,,,350,Le Déshonneur d'Elizabeth Campbell,0.1034482758620689,Automne,0
289,41000000,,1994-03-23,107,199340,Franchise,Comédie,Etats-Unis,,,256,Sister Act II,0.0,Printemps,2
290,25000000,,2010-03-17,121,199231,,Thriller,Etats-Unis,,Remake,289,Bad Lieutenant : Escale à la Nouvelle-Orléans,0.0689655172413793,Printemps,0
291,0,,1994-09-14,96,196535,Franchise,Drame,France,,,150,Trois couleurs: Rouge,0.2758620689655172,Automne,0
292,35000000,,2010-05-19,106,196238,,Romance,Etats-Unis,,,279,Le Plan B,0.0,Printemps,3
293,30000000,,2015-01-14,92,196170,,Aventure - Action,Etats-Unis,,,211,Joker (2015),0.0344827586206896,Hiver,0
294,9000000,,2007-10-31,108,196577,,Comédie dramatique,Etats-Unis,,,190,Le Rêve de Cassandre,0.9310344827586208,Automne,2
295,3732376,,2017-11-29,107,193463,,Drame,France,,,196,La Villa,0.0,Automne,0
296,1500000,,2011-06-15,98,193688,Franchise,Horreur,Etats-Unis,Jason Blum,,226,Insidious,0.0,Été,0
297,0,,2013-05-01,130,193623,,Drame,Etats-Unis,,,173,Mud - Sur les rives du Mississippi,0.2413793103448276,Printemps,2
298,60000000,,2016-03-02,99,193923,Franchise,Aventure - Action,Etats-Unis,,,204,La Chute de Londres,0.2758620689655172,Printemps,2
299,38000000,,2003-04-23,142,194002,,Drame,Etats-Unis,,,333,La Vie de David Gale,0.4482758620689655,Printemps,0
300,7866939,,2017-06-14,113,189571,,Comédie dramatique,France,,,520,Ce qui nous lie,0.1724137931034483,Été,2
301,18000000,,2003-10-29,108,189224,,Comédie,Etats-Unis,,,198,"Anything Else, la vie et tout le reste",0.7241379310344828,Automne,0
302,15400000,,2005-02-02,85,189760,,Animation,France,,,498,"Pollux, le manège enchanté",0.2068965517241379,Hiver,2
303,65000000,,2023-08-23,93,189754,,Thriller,Etats-Unis,,,455,Hypnotic,0.3793103448275862,Été,2
304,36000000,,2011-04-27,105,186354,,Comédie,Etats-Unis,,,263,B.A.T. (Bon à Tirer),0.0,Printemps,3
305,35000000,,2024-01-17,141,186568,,Drame,Irlande,,,245,Pauvres créatures,0.3103448275862069,Hiver,3
306,7000000,,2012-01-18,96,186533,,Comédie,France,,,251,Et si on vivait tous ensemble ?,0.0344827586206896,Hiver,0
307,8500000,,2008-08-27,98,184563,,Animation,Etats-Unis,,,483,Star Wars : La Guerre des Clones,0.1034482758620689,Été,3
308,20000000,,2014-10-29,96,184851,Franchise,Aventure - Action,Etats-Unis,,,201,John Wick,0.2068965517241379,Automne,0
309,5330000,,2003-08-20,95,182181,,Comédie,France,,,253,Les Egarés,0.1034482758620689,Été,0
310,35000000,Jerry Goldsmith,1997-10-08,138,182141,,Drame,Etats-Unis,,,216,L.A. Confidential,0.1379310344827586,Automne,3
311,6850000,,2018-04-18,98,182458,,Comédie,France,,,435,Place publique,0.2068965517241379,Printemps,2
312,0,,1994-04-06,115,182289,,Thriller,Etats-Unis,,Remake,146,Guet-apens (1994),0.0,Printemps,0
313,45000000,Hans Zimmer,2001-09-26,124,180329,,Drame,Etats-Unis,,,190,The Pledge,0.4482758620689655,Automne,3
314,20000000,,1996-04-03,124,180401,,Thriller,Etats-Unis,,,150,Copycat,0.0,Printemps,3
315,10774053,,2014-12-10,80,177913,,Film familial,France,,,355,Le Père Noël,0.2068965517241379,Hiver,0
316,65000000,,2010-02-10,139,176065,,Drame,Etats-Unis,,,301,Lovely Bones,0.3793103448275862,Hiver,3
317,60000000,,2022-10-05,104,176153,,Romance,Etats-Unis,,,417,Ticket To Paradise,0.6206896551724138,Automne,3
318,130000000,,2005-06-01,125,176199,,Aventure - Action,Etats-Unis,,,431,Sahara,0.2758620689655172,Été,2
319,80000000,Brian Tyler,2008-12-24,118,176480,,Thriller,Etats-Unis,Steven Spielberg,,294,L'Oeil du mal,0.0,Hiver,3
320,9910000,,2003-03-05,111,176480,,Thriller,France,,,388,"Ni pour, ni contre (bien au contraire)",0.1724137931034483,Printemps,0
321,6970000,,2010-08-18,104,176475,,Drame,France,,Remake,257,Crime d'amour,0.0,Été,2
322,35000000,,2012-02-29,117,176547,,Thriller,Etats-Unis,Ridley Scott,,334,Le Territoire des Loups,0.0,Hiver,0
323,50000000,Thomas Newman,1998-02-04,113,176575,,Drame,Etats-Unis,,,210,Mad City,0.1034482758620689,Hiver,3
324,4500000,,2012-09-05,100,173443,,Comédie,France,,,253,Cherchez Hortense,0.2068965517241379,Automne,2
325,0,,2020-09-16,95,173550,,Comédie,France,,,444,Antoinette dans les Cévennes,0.0689655172413793,Automne,0
326,5845732,,2013-06-12,90,171401,,Drame,Etats-Unis,,,205,The Bling Ring,0.1724137931034483,Été,2
327,42000000,,2011-04-20,100,170969,,Fantasy,Etats-Unis,,,243,Le Chaperon Rouge,0.1379310344827586,Printemps,3
328,83800000,,2002-09-18,138,171479,,Aventure - Action,Etats-Unis,,,442,K-19: Le Piège des profondeurs,0.1034482758620689,Automne,0
329,20000000,,2004-09-22,92,171577,,Comédie,Etats-Unis,,,345,"Dodgeball, même pas mal!",0.0,Automne,2
330,7000000,,2020-03-11,109,171000,,Comédie,France,,,606,La Bonne épouse,0.2758620689655172,Printemps,1
331,0,,2014-01-15,111,171693,,Thriller,France,,,200,L'Amour est un crime parfait,0.3448275862068966,Hiver,2
332,35000000,,2017-02-15,91,169417,Franchise,Fantasy,Etats-Unis,,,210,Underworld: Blood Wars,0.0,Hiver,3
333,33000000,Jerry Goldsmith,1993-08-18,95,169424,,Film familial,Etats-Unis,,,250,Dennis la malice,0.0,Été,3
334,30000000,,2005-12-14,115,169278,,Romance,Italie,,,198,Le Tigre et la neige,0.0,Hiver,2
335,35000000,,2006-08-30,105,166144,,Thriller,Etats-Unis,,,335,Des serpents dans l'avion,0.1034482758620689,Été,0
336,3700000,,2009-10-14,101,165891,,Comédie dramatique,France,,,193,Mademoiselle Chambon,0.2758620689655172,Automne,2
337,46000000,,1994-07-20,91,165655,,Film familial,Etats-Unis,Steven Spielberg,,265,La Famille Pierrafeu,0.0,Été,0
338,70000000,,2011-10-26,100,161843,,Thriller,Etats-Unis,,,143,Killer Elite,0.2068965517241379,Automne,2
339,50000000,,2000-05-24,95,161639,,Romance,Etats-Unis,,,-,Une vie à deux,0.0344827586206896,Printemps,3
340,40000000,James Newton Howard,2008-02-13,112,161685,,Fantasy,Etats-Unis,,,284,Le Dragon des mers - la dernière légende,0.0,Hiver,3
341,55000000,,2015-10-14,119,156318,,Horreur,Etats-Unis,,,273,Crimson Peak,0.2068965517241379,Automne,3
342,7500000,,2006-01-04,90,156464,,Drame,Etats-Unis,,,125,"Good Night, and Good Luck.",0.8275862068965517,Hiver,0
343,45000000,,2013-01-23,107,156206,,Aventure - Action,Etats-Unis,Lorenzo di Bonaventura,,390,Le Dernier rempart,0.0689655172413793,Hiver,0
344,0,,2006-07-05,108,156849,,Drame,Etats-Unis,,,341,Dance with me,0.0,Été,0
345,42000000,,2012-02-15,102,156939,,Thriller,Etats-Unis,Lorenzo di Bonaventura,,254,Dos au mur,0.0,Hiver,2
346,55000000,Danny Elfman,1999-07-21,125,156166,,Thriller,Etats-Unis,,,344,Instinct,0.2413793103448276,Été,2
347,175000000,,2014-04-02,119,154314,,Aventure - Action,Etats-Unis,,,318,47 Ronin,0.2068965517241379,Printemps,3
348,50000000,,2019-05-08,114,152683,,Comicbook,Etats-Unis,,,410,Hellboy (2019),0.0,Printemps,0
349,24000000,,2009-11-25,81,152630,,Comédie,Etats-Unis,,,215,Bienvenue à Zombieland,0.3103448275862069,Automne,3
350,20000000,,2006-12-27,95,152431,Franchise,Horreur,Etats-Unis,Sam Raimi,,,The Grudge 2,0.0,Hiver,0
351,25000000,,2001-05-02,101,152422,Franchise,Fantasy,Etats-Unis,,,327,Highlander Endgame,0.0,Printemps,0
352,175000000,,2007-08-15,96,150994,Franchise,Comédie,Etats-Unis,Neal H. Moritz,,395,Evan tout puissant,0.1379310344827586,Été,3
353,925382,,1994-02-02,109,150958,,Comédie,France,,Remake,91,Neuf mois,0.0,Hiver,0
354,40000000,,2010-04-14,106,149251,,Comédie,Etats-Unis,Neal H. Moritz,,271,Le Chasseur de primes,0.1379310344827586,Printemps,3
355,11240000,,2022-08-24,103,151081,,Comédie,France,,,612,Rumba la vie,0.1034482758620689,Été,2
356,20000000,Howard Shore,2011-12-21,99,149627,,Drame,Grande-Bretagne,,,184,A Dangerous Method,0.8275862068965517,Hiver,0
357,75000000,,1999-02-17,100,149420,,Aventure - Action,Etats-Unis,,,294,Virus,0.0,Hiver,2
358,58000000,,2005-02-09,98,149585,,Aventure - Action,Etats-Unis,,,239,Coup d'éclat,0.0,Hiver,0
359,38000000,Hans Zimmer,2013-09-25,123,149696,,Aventure - Action,Etats-Unis,Brian Grazer,,300,Rush (2013),0.0,Automne,2
360,25000000,,2014-10-29,91,149333,,Science Fiction,Etats-Unis,,,272,The Giver,0.6551724137931034,Automne,2
361,100000000,,2021-10-13,153,147221,,Aventure - Action,Etats-Unis,Ridley Scott,,364,Le Dernier duel,0.4827586206896551,Automne,3
362,60000000,Alan Silvestri,1999-08-11,113,145538,,Comédie,Etats-Unis,,,235,Mister G,0.0,Été,2
363,50000000,,2011-03-23,104,145778,,Aventure - Action,Etats-Unis,,,248,Hell Driver,0.0689655172413793,Printemps,0
364,16500000,,2013-11-27,117,146077,,Drame,Etats-Unis,,,242,The Immigrant,0.8275862068965517,Automne,0
365,316748,,2024-01-10,122,146114,,Romance,France,,,426,"Bonnard, Pierre et Marthe",0.0,Hiver,1
366,3300000,,2020-02-12,96,144499,,Drame,France,,,199,La Fille au bracelet,0.2068965517241379,Hiver,2
367,26000000,,2005-10-26,90,144389,,Thriller,Etats-Unis,,,233,Red-Eye sous haute pression,0.0689655172413793,Automne,0
368,0,,2020-09-23,110,143620,,Thriller,France,,,308,Les Apparences,0.3448275862068966,Automne,2
369,60000000,,2001-04-11,127,143724,,Romance,Etats-Unis,,,161,La Légende de Bagger Vance,0.5172413793103449,Printemps,2
370,22000000,,2008-04-09,97,143604,,Horreur,Etats-Unis,,Remake,186,The Eye (2008),0.0344827586206896,Printemps,0
371,73000000,,2010-01-06,141,142125,,Péplum,Espagne,,,302,Agora,0.0,Hiver,0
372,60000000,,2016-09-21,101,142109,,Animation,Etats-Unis,,,316,Kubo et l'armure magique,0.3793103448275862,Automne,3
373,60000000,,2022-01-19,139,142309,,Drame,Etats-Unis,,,264,Nightmare Alley,0.5862068965517242,Hiver,3
374,0,,2022-09-21,104,142402,,Comédie dramatique,France,,,330,Les Enfants des autres,0.3103448275862069,Automne,2
375,0,,2005-11-16,130,142353,,Drame,Etats-Unis,Ridley Scott,,315,In Her Shoes,0.0,Automne,3
376,40000000,,2022-03-23,137,142412,,Thriller,Etats-Unis,,,434,Ambulance,0.0689655172413793,Printemps,3
377,80000000,Alan Silvestri,2006-04-12,94,142476,,Animation,Etats-Unis,,,498,The Wild,0.0,Printemps,3
378,42000000,,2002-07-10,115,139340,,Thriller,Etats-Unis,,,235,Crimes et pouvoir,0.1379310344827586,Été,2
379,50000000,,2004-04-21,97,139479,,Thriller,Etats-Unis,,,297,Instincts meurtriers,0.1034482758620689,Printemps,2
380,0,,2019-10-09,87,139312,,Comédie dramatique,France,,,198,Chambre 212,0.1724137931034483,Automne,1
381,25000000,,1993-02-24,201,138929,,Drame,Etats-Unis,,,67,Malcolm X,0.2413793103448276,Hiver,1
382,0,Alexandre Desplat,2018-04-11,101,139267,,Animation,Grande-Bretagne,,,172,L'Île aux chiens,1.5517241379310345,Printemps,3
383,3000000,,2010-11-03,95,139252,,Thriller,Espagne,,,228,Buried,0.1379310344827586,Automne,2
384,25000000,,2012-08-22,87,137124,,Animation,Etats-Unis,,,305,L'Etrange pouvoir de Norman,0.0,Été,3
385,0,,2021-10-20,106,137238,,Animation,Etats-Unis,,,504,Ron débloque,0.0,Automne,3
386,16230564,Alexandre Desplat,2013-12-04,110,137545,,Thriller,France,,,243,Zulu (2013),0.0,Hiver,2
387,90000000,,2022-05-11,140,137676,,Aventure - Action,Etats-Unis,,,351,The Northman,0.6896551724137931,Printemps,3
388,0,,2009-05-06,96,135522,,Romance,Grande-Bretagne,,,144,Un mariage de rêve,0.2068965517241379,Printemps,0
389,4000000,,2002-10-09,120,135518,,Documentaire,Etats-Unis,,,141,Bowling for Columbine,0.0,Automne,0
390,20000000,,2021-09-22,140,135483,,Thriller,Etats-Unis,,,462,Stillwater,0.1379310344827586,Automne,3
